t       y
18.672	0.214
18.688	0.219
18.705	0.223
18.722	0.227
18.739	0.230
18.755	0.232
18.772	0.232
18.789	0.230
18.806	0.228
18.822	0.224
18.839	0.220
18.856	0.215
18.872	0.209
18.889	0.202
18.906	0.194
18.923	0.185
18.939	0.176
18.956	0.166
18.973	0.156
18.990	0.146
19.006	0.137
19.023	0.128
19.040	0.118
19.057	0.109
19.073	9.979E-2
19.090	9.155E-2
19.107	8.406E-2
19.123	7.779E-2
19.140	7.217E-2
19.157	6.770E-2
19.174	6.454E-2
19.190	6.164E-2
19.207	6.059E-2
19.224	6.047E-2
19.241	6.160E-2
19.257	6.346E-2
19.274	6.701E-2
19.291	7.135E-2
19.307	7.675E-2
19.324	8.312E-2
19.341	9.041E-2
19.358	9.829E-2
19.374	0.107
19.391	0.116
19.408	0.126
19.425	0.135
19.441	0.145
19.458	0.155
19.475	0.164
19.492	0.174
19.508	0.184
19.525	0.192
19.542	0.200
19.558	0.207
19.575	0.214
19.592	0.219
19.609	0.224
19.625	0.227
19.642	0.230
19.659	0.231
19.676	0.231
19.692	0.229
19.709	0.227
19.726	0.224
19.742	0.220
19.759	0.215
19.776	0.209
19.793	0.202
19.809	0.194
19.826	0.186
19.843	0.177
19.860	0.167
19.876	0.157
19.893	0.147
19.910	0.138
19.927	0.129
19.943	0.119
19.960	0.110
19.977	0.101
19.993	9.322E-2
20.010	8.592E-2
20.027	7.923E-2
20.044	7.366E-2
20.060	6.916E-2
20.077	6.585E-2
20.094	6.318E-2
20.111	6.135E-2
20.127	6.133E-2
20.144	6.168E-2
20.161	6.370E-2
20.177	6.693E-2
20.194	7.123E-2
20.211	7.635E-2
20.228	8.249E-2
20.244	8.962E-2
20.261	9.767E-2
20.278	0.106
20.295	0.115
20.311	0.125
20.328	0.134
20.345	0.143
20.362	0.153
20.378	0.163
20.395	0.173
20.412	0.182
20.428	0.191
20.445	0.199
20.462	0.206
20.479	0.212
20.495	0.218
20.512	0.222
20.529	0.226
20.546	0.228
20.562	0.229
20.579	0.229
20.596	0.228
20.612	0.226
20.629	0.223
20.646	0.220
20.663	0.214
20.679	0.209
20.696	0.202
20.713	0.194
20.730	0.186
20.746	0.177
20.763	0.167
20.780	0.157
20.797	0.148
20.813	0.138
20.830	0.129
20.847	0.119
20.863	0.110
20.880	0.101
20.897	9.304E-2
20.914	8.568E-2
20.930	7.889E-2
20.947	7.329E-2
20.964	6.836E-2
20.981	6.459E-2
20.997	6.185E-2
21.014	5.985E-2
21.031	5.971E-2
21.047	5.995E-2
21.064	6.155E-2
21.081	6.433E-2
21.098	6.869E-2
21.114	7.383E-2
21.131	7.993E-2
21.148	8.697E-2
21.165	9.462E-2
21.181	0.103
21.198	0.112
21.215	0.121
21.232	0.131
21.248	0.140
21.265	0.150
21.282	0.159
21.298	0.169
21.315	0.178
21.332	0.187
21.349	0.195
21.365	0.203
21.382	0.209
21.399	0.215
21.416	0.219
21.432	0.223
21.449	0.226
21.466	0.228
21.482	0.228
21.499	0.227
21.516	0.225
21.533	0.222
21.549	0.219
21.566	0.214
21.583	0.208
21.600	0.201
21.616	0.193
21.633	0.185
21.650	0.176
21.667	0.167
21.683	0.157
21.700	0.148
21.717	0.138
21.733	0.129
21.750	0.120
21.767	0.110
21.784	0.101
21.800	9.333E-2
21.817	8.604E-2
21.834	7.911E-2
21.851	7.329E-2
21.867	6.858E-2
21.884	6.481E-2
21.901	6.243E-2
21.917	6.060E-2
21.934	6.047E-2
21.951	6.068E-2
21.968	6.229E-2
21.984	6.508E-2
22.001	6.877E-2
22.018	7.384E-2
22.035	7.980E-2
22.051	8.649E-2
22.068	9.388E-2
22.085	0.102
22.102	0.111
22.118	0.121
22.135	0.130
22.152	0.139
22.168	0.149
22.185	0.158
22.202	0.168
22.219	0.177
22.235	0.186
22.252	0.194
22.269	0.202
22.286	0.208
22.302	0.213
22.319	0.218
22.336	0.222
22.352	0.224
22.369	0.228
22.386	0.229
22.403	0.228
22.419	0.226
22.436	0.224
22.453	0.220
22.470	0.215
22.486	0.210
22.503	0.203
22.520	0.196
22.537	0.188
22.553	0.179
22.570	0.170
22.587	0.160
22.603	0.150
22.620	0.141
22.637	0.132
22.654	0.123
22.670	0.114
22.687	0.105
22.704	9.625E-2
22.721	8.880E-2
22.737	8.215E-2
22.754	7.637E-2
22.771	7.147E-2
22.787	6.746E-2
22.804	6.469E-2
22.821	6.329E-2
22.838	6.276E-2
22.854	6.304E-2
22.871	6.454E-2
22.888	6.736E-2
22.905	7.094E-2
22.921	7.584E-2
22.938	8.177E-2
22.955	8.842E-2
22.972	9.595E-2
22.988	0.104
23.005	0.113
23.022	0.122
23.038	0.131
23.055	0.140
23.072	0.149
23.089	0.159
23.105	0.169
23.122	0.178
23.139	0.186
23.156	0.195
23.172	0.202
23.189	0.209
23.206	0.215
23.222	0.220
23.239	0.223
23.256	0.226
23.273	0.228
23.289	0.229
23.306	0.228
23.323	0.227
23.340	0.224
23.356	0.221
23.373	0.216
23.390	0.211
23.407	0.204
23.423	0.197
23.440	0.189
23.457	0.181
23.473	0.171
23.490	0.162
23.507	0.152
23.524	0.143
23.540	0.133
23.557	0.124
23.574	0.115
23.591	0.106
23.607	9.798E-2
23.624	9.039E-2
23.641	8.360E-2
23.657	7.763E-2
23.674	7.275E-2
23.691	6.866E-2
23.708	6.562E-2
23.724	6.393E-2
23.741	6.336E-2
23.758	6.348E-2
23.775	6.475E-2
23.791	6.730E-2
23.808	7.063E-2
23.825	7.538E-2
23.842	8.108E-2
23.858	8.747E-2
23.875	9.485E-2
23.892	0.103
23.908	0.111
23.925	0.120
23.942	0.129
23.959	0.138
23.975	0.148
23.992	0.157
24.009	0.167
24.026	0.176
24.042	0.185
24.059	0.193
24.076	0.201
24.092	0.207
24.109	0.213
24.126	0.218
24.143	0.222
24.159	0.225
24.176	0.227
24.193	0.228
24.210	0.228
24.226	0.227
24.243	0.224
24.260	0.221
24.277	0.216
24.293	0.211
24.310	0.205
24.327	0.198
24.343	0.190
24.360	0.181
24.377	0.172
24.394	0.163
24.410	0.153
24.427	0.144
24.444	0.135
24.461	0.126
24.477	0.117
24.494	0.108
24.511	9.976E-2
24.527	9.205E-2
24.544	8.512E-2
24.561	7.908E-2
24.578	7.394E-2
24.594	6.987E-2
24.611	6.675E-2
24.628	6.461E-2
24.645	6.375E-2
24.661	6.365E-2
24.678	6.493E-2
24.695	6.733E-2
24.712	7.071E-2
24.728	7.511E-2
24.745	8.066E-2
24.762	8.685E-2
24.778	9.405E-2
24.795	0.102
24.812	0.110
24.829	0.119
24.845	0.128
24.862	0.137
24.879	0.146
24.896	0.156
24.912	0.166
24.929	0.175
24.946	0.184
24.962	0.192
24.979	0.200
24.996	0.207
25.013	0.212
25.029	0.217
25.046	0.221
25.063	0.224
25.080	0.227
25.096	0.228
25.113	0.228
25.130	0.227
25.147	0.224
25.163	0.221
25.180	0.217
25.197	0.212
25.213	0.206
25.230	0.199
25.247	0.191
25.264	0.182
25.280	0.174
25.297	0.164
25.314	0.155
25.331	0.145
25.347	0.136
25.364	0.127
25.381	0.118
25.397	0.109
25.414	0.101
25.431	9.326E-2
25.448	8.629E-2
25.464	8.022E-2
25.481	7.486E-2
25.498	7.039E-2
25.515	6.685E-2
25.531	6.475E-2
25.548	6.342E-2
25.565	6.369E-2
25.582	6.431E-2
25.598	6.725E-2
25.615	7.020E-2
25.632	7.472E-2
25.648	7.972E-2
25.665	8.610E-2
25.682	9.274E-2
25.699	0.101
25.715	0.109
25.732	0.118
25.749	0.127
25.766	0.136
25.782	0.145
25.799	0.155
25.816	0.164
25.832	0.173
25.849	0.182
25.866	0.190
25.883	0.198
25.899	0.204
25.916	0.210
25.933	0.215
25.950	0.220
25.966	0.222
25.983	0.225
26.000	0.226
26.017	0.226
26.033	0.225
26.050	0.223
26.067	0.220
26.083	0.216
